target_score;miRNA;gene;Gene Description
81;hsa-miR-16-5p;TGIF2;TGFB induced factor homeobox 2
81;hsa-miR-16-5p;RAD50;RAD50 double strand break repair protein
81;hsa-miR-16-5p;ELMOD1;ELMO domain containing 1
81;hsa-miR-16-5p;MBNL2;muscleblind like splicing regulator 2
81;hsa-miR-16-5p;FGF9;fibroblast growth factor 9
81;hsa-miR-16-5p;CD3E;CD3e molecule
81;hsa-miR-16-5p;MIB1;mindbomb E3 ubiquitin protein ligase 1
81;hsa-miR-16-5p;C1QL3;complement C1q like 3
81;hsa-miR-16-5p;DLEU7;deleted in lymphocytic leukemia 7
81;hsa-miR-16-5p;C2orf72;chromosome 2 open reading frame 72
81;hsa-miR-16-5p;TMEM135;transmembrane protein 135
81;hsa-miR-16-5p;ISM2;isthmin 2
81;hsa-miR-16-5p;ATG13;autophagy related 13
81;hsa-miR-16-5p;MIGA1;mitoguardin 1
81;hsa-miR-16-5p;RGMA;repulsive guidance molecule BMP co-receptor a
81;hsa-miR-16-5p;EPB41L4B;erythrocyte membrane protein band 4.1 like 4B
81;hsa-miR-16-5p;SH3GL2;SH3 domain containing GRB2 like 2, endophilin A1
81;hsa-miR-16-5p;ANLN;anillin actin binding protein
81;hsa-miR-16-5p;SUZ12;SUZ12, polycomb repressive complex 2 subunit
81;hsa-miR-16-5p;FNTA;farnesyltransferase, CAAX box, alpha
81;hsa-miR-16-5p;G0S2;G0/G1 switch 2
81;hsa-miR-16-5p;HECTD4;HECT domain E3 ubiquitin protein ligase 4
81;hsa-miR-16-5p;TMEM154;transmembrane protein 154
81;hsa-miR-16-5p;RIF1;replication timing regulatory factor 1
81;hsa-miR-16-5p;SESTD1;SEC14 and spectrin domain containing 1
81;hsa-miR-16-5p;RORA;RAR related orphan receptor A
81;hsa-miR-16-5p;CCNJL;cyclin J like
81;hsa-miR-16-5p;SEMA3D;semaphorin 3D
80;hsa-miR-16-5p;ELL2;elongation factor for RNA polymerase II 2
80;hsa-miR-16-5p;ZC2HC1A;zinc finger C2HC-type containing 1A
80;hsa-miR-16-5p;PRKAR2A;protein kinase cAMP-dependent type II regulatory subunit alpha
80;hsa-miR-16-5p;MYT1L;myelin transcription factor 1 like
80;hsa-miR-16-5p;KIF5A;kinesin family member 5A
80;hsa-miR-16-5p;SAMD10;sterile alpha motif domain containing 10
80;hsa-miR-16-5p;ACSS2;acyl-CoA synthetase short chain family member 2
80;hsa-miR-16-5p;POLR3F;RNA polymerase III subunit F
80;hsa-miR-16-5p;UBR3;ubiquitin protein ligase E3 component n-recognin 3
80;hsa-miR-16-5p;TTC14;tetratricopeptide repeat domain 14
80;hsa-miR-16-5p;BCL7A;BCL7A, BAF complex component
80;hsa-miR-16-5p;SVIP;small VCP interacting protein
80;hsa-miR-16-5p;PRDM11;PR/SET domain 11
80;hsa-miR-16-5p;CNTNAP1;contactin associated protein 1
80;hsa-miR-16-5p;CPSF7;cleavage and polyadenylation specific factor 7
80;hsa-miR-16-5p;ZNF704;zinc finger protein 704
80;hsa-miR-16-5p;PTCH1;patched 1
80;hsa-miR-16-5p;EML6;EMAP like 6
80;hsa-miR-16-5p;PID1;phosphotyrosine interaction domain containing 1
80;hsa-miR-16-5p;DNAJA2;DnaJ heat shock protein family (Hsp40) member A2
80;hsa-miR-16-5p;SIAH1;siah E3 ubiquitin protein ligase 1
80;hsa-miR-16-5p;LCOR;ligand dependent nuclear receptor corepressor
80;hsa-miR-16-5p;OTUD4;OTU deubiquitinase 4
80;hsa-miR-16-5p;ENAH;ENAH, actin regulator
80;hsa-miR-16-5p;PHACTR2;phosphatase and actin regulator 2
79;hsa-miR-16-5p;SLC35B2;solute carrier family 35 member B2
79;hsa-miR-16-5p;KBTBD2;kelch repeat and BTB domain containing 2
79;hsa-miR-16-5p;BCAP29;B cell receptor associated protein 29
79;hsa-miR-16-5p;EIF3A;eukaryotic translation initiation factor 3 subunit A
79;hsa-miR-16-5p;HSPE1-MOB4;HSPE1-MOB4 readthrough
79;hsa-miR-16-5p;PHKA1;phosphorylase kinase regulatory subunit alpha 1
79;hsa-miR-16-5p;MDN1;midasin AAA ATPase 1
79;hsa-miR-16-5p;PSKH1;protein serine kinase H1
79;hsa-miR-16-5p;LHX3;LIM homeobox 3
79;hsa-miR-16-5p;SLC15A4;solute carrier family 15 member 4
79;hsa-miR-16-5p;NISCH;nischarin
79;hsa-miR-16-5p;ERC2;ELKS/RAB6-interacting/CAST family member 2
79;hsa-miR-16-5p;PPIF;peptidylprolyl isomerase F
79;hsa-miR-16-5p;RAF1;Raf-1 proto-oncogene, serine/threonine kinase
79;hsa-miR-16-5p;SUSD6;sushi domain containing 6
79;hsa-miR-16-5p;BCL2;BCL2, apoptosis regulator
79;hsa-miR-16-5p;YAP1;Yes associated protein 1
79;hsa-miR-16-5p;GNAI3;G protein subunit alpha i3
79;hsa-miR-16-5p;ATP7A;ATPase copper transporting alpha
78;hsa-miR-16-5p;ATP13A3;ATPase 13A3
78;hsa-miR-16-5p;LOC390877;adenylate kinase isoenzyme 1-like
78;hsa-miR-16-5p;HMGA2;high mobility group AT-hook 2
78;hsa-miR-16-5p;PLXNA2;plexin A2
78;hsa-miR-16-5p;SLC1A2;solute carrier family 1 member 2
78;hsa-miR-16-5p;GOLGA1;golgin A1
78;hsa-miR-16-5p;ADAMTSL3;ADAMTS like 3
78;hsa-miR-16-5p;MAPRE1;microtubule associated protein RP/EB family member 1
78;hsa-miR-16-5p;LRRFIP2;LRR binding FLII interacting protein 2
78;hsa-miR-16-5p;RAB10;RAB10, member RAS oncogene family
78;hsa-miR-16-5p;GNAQ;G protein subunit alpha q
78;hsa-miR-16-5p;FAM122A;family with sequence similarity 122A
78;hsa-miR-16-5p;TMEM121B;transmembrane protein 121B
78;hsa-miR-16-5p;RTF1;RTF1 homolog, Paf1/RNA polymerase II complex component
78;hsa-miR-16-5p;SCAI;suppressor of cancer cell invasion
78;hsa-miR-16-5p;CBFA2T3;CBFA2/RUNX1 translocation partner 3
78;hsa-miR-16-5p;UHMK1;U2AF homology motif kinase 1
78;hsa-miR-16-5p;OSCP1;organic solute carrier partner 1
78;hsa-miR-16-5p;CAMSAP1;calmodulin regulated spectrin associated protein 1
78;hsa-miR-16-5p;KIF1C;kinesin family member 1C
78;hsa-miR-16-5p;NEDD9;neural precursor cell expressed, developmentally down-regulated 9
78;hsa-miR-16-5p;RAB40AL;RAB40A like
78;hsa-miR-16-5p;PTAR1;protein prenyltransferase alpha subunit repeat containing 1
78;hsa-miR-16-5p;NUAK2;NUAK family kinase 2
78;hsa-miR-16-5p;RIC1;RIC1 homolog, RAB6A GEF complex partner 1
78;hsa-miR-16-5p;MMD;monocyte to macrophage differentiation associated
78;hsa-miR-16-5p;CCDC85C;coiled-coil domain containing 85C
78;hsa-miR-16-5p;ZSWIM3;zinc finger SWIM-type containing 3
78;hsa-miR-16-5p;PDIK1L;PDLIM1 interacting kinase 1 like
78;hsa-miR-16-5p;CREBL2;cAMP responsive element binding protein like 2
77;hsa-miR-16-5p;RAPH1;Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
77;hsa-miR-16-5p;GLRX;glutaredoxin
77;hsa-miR-16-5p;PTPRJ;protein tyrosine phosphatase, receptor type J
77;hsa-miR-16-5p;TRMT9B;tRNA methyltransferase 9B (putative)
77;hsa-miR-16-5p;SLC6A4;solute carrier family 6 member 4
77;hsa-miR-16-5p;SLC39A9;solute carrier family 39 member 9
77;hsa-miR-16-5p;CCND3;cyclin D3
77;hsa-miR-16-5p;TOX3;TOX high mobility group box family member 3
77;hsa-miR-16-5p;CLDN2;claudin 2
77;hsa-miR-16-5p;ESRRA;estrogen related receptor alpha
77;hsa-miR-16-5p;TFAP2D;transcription factor AP-2 delta
77;hsa-miR-16-5p;USP9X;ubiquitin specific peptidase 9 X-linked
77;hsa-miR-16-5p;USP12;ubiquitin specific peptidase 12
77;hsa-miR-16-5p;SNRK;SNF related kinase
77;hsa-miR-16-5p;FAT3;FAT atypical cadherin 3
77;hsa-miR-16-5p;IRAK2;interleukin 1 receptor associated kinase 2
77;hsa-miR-16-5p;NOTCH2;notch 2
77;hsa-miR-16-5p;CCNT2;cyclin T2
77;hsa-miR-16-5p;TRIP11;thyroid hormone receptor interactor 11
77;hsa-miR-16-5p;CARD10;caspase recruitment domain family member 10
77;hsa-miR-16-5p;BOLA3;bolA family member 3
77;hsa-miR-16-5p;KCNQ5;potassium voltage-gated channel subfamily Q member 5
77;hsa-miR-16-5p;MLYCD;malonyl-CoA decarboxylase
76;hsa-miR-16-5p;EXTL3;exostosin like glycosyltransferase 3
76;hsa-miR-16-5p;ZNF705E;zinc finger protein 705E
76;hsa-miR-16-5p;C16orf72;chromosome 16 open reading frame 72
76;hsa-miR-16-5p;FKBP1A;FKBP prolyl isomerase 1A
76;hsa-miR-16-5p;KCNU1;potassium calcium-activated channel subfamily U member 1
76;hsa-miR-16-5p;IST1;IST1, ESCRT-III associated factor
76;hsa-miR-16-5p;PDCD1;programmed cell death 1
76;hsa-miR-16-5p;YOD1;YOD1 deubiquitinase
76;hsa-miR-16-5p;DNAJC16;DnaJ heat shock protein family (Hsp40) member C16
76;hsa-miR-16-5p;SLC13A1;solute carrier family 13 member 1
76;hsa-miR-16-5p;ZNF117;zinc finger protein 117
76;hsa-miR-16-5p;PSAT1;phosphoserine aminotransferase 1
76;hsa-miR-16-5p;PPFIA2;PTPRF interacting protein alpha 2
76;hsa-miR-16-5p;STXBP1;syntaxin binding protein 1
76;hsa-miR-16-5p;KLHDC8B;kelch domain containing 8B
76;hsa-miR-16-5p;NLRX1;NLR family member X1
76;hsa-miR-16-5p;KPNA1;karyopherin subunit alpha 1
76;hsa-miR-16-5p;ZBTB33;zinc finger and BTB domain containing 33
76;hsa-miR-16-5p;E2F7;E2F transcription factor 7
76;hsa-miR-16-5p;GOLT1B;golgi transport 1B
76;hsa-miR-16-5p;NF2;neurofibromin 2
76;hsa-miR-16-5p;IL10RA;interleukin 10 receptor subunit alpha
76;hsa-miR-16-5p;DLL4;delta like canonical Notch ligand 4
76;hsa-miR-16-5p;HPSE2;heparanase 2 (inactive)
76;hsa-miR-16-5p;ASNSD1;asparagine synthetase domain containing 1
76;hsa-miR-16-5p;RTN3;reticulon 3
76;hsa-miR-16-5p;KLHL18;kelch like family member 18
76;hsa-miR-16-5p;MXD3;MAX dimerization protein 3
75;hsa-miR-16-5p;CLCN3;chloride voltage-gated channel 3
75;hsa-miR-16-5p;LY9;lymphocyte antigen 9
75;hsa-miR-16-5p;RNF43;ring finger protein 43
75;hsa-miR-16-5p;YWHAQ;tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
75;hsa-miR-16-5p;ABTB2;ankyrin repeat and BTB domain containing 2
75;hsa-miR-16-5p;NAA15;N(alpha)-acetyltransferase 15, NatA auxiliary subunit
75;hsa-miR-16-5p;ENTPD1;ectonucleoside triphosphate diphosphohydrolase 1
75;hsa-miR-16-5p;FGF18;fibroblast growth factor 18
75;hsa-miR-16-5p;TLR1;toll like receptor 1
75;hsa-miR-16-5p;SPRTN;SprT-like N-terminal domain
75;hsa-miR-16-5p;LATS2;large tumor suppressor kinase 2
75;hsa-miR-16-5p;TSPYL2;TSPY like 2
75;hsa-miR-16-5p;NUCKS1;nuclear casein kinase and cyclin dependent kinase substrate 1
75;hsa-miR-16-5p;CRIM1;cysteine rich transmembrane BMP regulator 1
75;hsa-miR-16-5p;ELAC2;elaC ribonuclease Z 2
75;hsa-miR-16-5p;PRTG;protogenin
75;hsa-miR-16-5p;OTUD5;OTU deubiquitinase 5
75;hsa-miR-16-5p;SCUBE3;signal peptide, CUB domain and EGF like domain containing 3
75;hsa-miR-16-5p;DCAF8;DDB1 and CUL4 associated factor 8
75;hsa-miR-16-5p;ALDH1A3;aldehyde dehydrogenase 1 family member A3
75;hsa-miR-16-5p;LRP1B;LDL receptor related protein 1B
75;hsa-miR-16-5p;WDTC1;WD and tetratricopeptide repeats 1
75;hsa-miR-16-5p;DEF8;differentially expressed in FDCP 8 homolog
75;hsa-miR-16-5p;WWP1;WW domain containing E3 ubiquitin protein ligase 1
75;hsa-miR-16-5p;TRIM35;tripartite motif containing 35
75;hsa-miR-16-5p;ENTPD7;ectonucleoside triphosphate diphosphohydrolase 7
74;hsa-miR-16-5p;ZDHHC23;zinc finger DHHC-type containing 23
74;hsa-miR-16-5p;MTMR4;myotubularin related protein 4
74;hsa-miR-16-5p;ATP1B4;ATPase Na+/K+ transporting family member beta 4
74;hsa-miR-16-5p;CALU;calumenin
74;hsa-miR-16-5p;XDH;xanthine dehydrogenase
74;hsa-miR-16-5p;DOLPP1;dolichyldiphosphatase 1
74;hsa-miR-16-5p;DEPDC5;DEP domain containing 5
74;hsa-miR-16-5p;FAM160B1;family with sequence similarity 160 member B1
74;hsa-miR-16-5p;TACC1;transforming acidic coiled-coil containing protein 1
74;hsa-miR-16-5p;TTC1;tetratricopeptide repeat domain 1
74;hsa-miR-16-5p;PNISR;PNN interacting serine and arginine rich protein
74;hsa-miR-16-5p;NEBL;nebulette
74;hsa-miR-16-5p;ETFRF1;electron transfer flavoprotein regulatory factor 1
74;hsa-miR-16-5p;PWWP2B;PWWP domain containing 2B
74;hsa-miR-16-5p;SOS2;SOS Ras/Rho guanine nucleotide exchange factor 2
74;hsa-miR-16-5p;SRSF11;serine and arginine rich splicing factor 11
74;hsa-miR-16-5p;TFPI2;tissue factor pathway inhibitor 2
74;hsa-miR-16-5p;CREG1;cellular repressor of E1A stimulated genes 1
74;hsa-miR-16-5p;ATG4B;autophagy related 4B cysteine peptidase
74;hsa-miR-16-5p;ADSS;adenylosuccinate synthase
74;hsa-miR-16-5p;TCIM;transcriptional and immune response regulator
74;hsa-miR-16-5p;MARCH4;membrane associated ring-CH-type finger 4
73;hsa-miR-16-5p;MED14OS;MED14 opposite strand
73;hsa-miR-16-5p;ZNF705A;zinc finger protein 705A
73;hsa-miR-16-5p;PPM1D;protein phosphatase, Mg2+/Mn2+ dependent 1D
73;hsa-miR-16-5p;PPP2R5C;protein phosphatase 2 regulatory subunit B'gamma
73;hsa-miR-16-5p;IP6K1;inositol hexakisphosphate kinase 1
73;hsa-miR-16-5p;MMS19;MMS19 homolog, cytosolic iron-sulfur assembly component
73;hsa-miR-16-5p;CASZ1;castor zinc finger 1
73;hsa-miR-16-5p;KL;klotho
73;hsa-miR-16-5p;EMC4;ER membrane protein complex subunit 4
73;hsa-miR-16-5p;ZNF264;zinc finger protein 264
73;hsa-miR-16-5p;FAT4;FAT atypical cadherin 4
73;hsa-miR-16-5p;ANKRD33B;ankyrin repeat domain 33B
73;hsa-miR-16-5p;RAB11FIP1;RAB11 family interacting protein 1
73;hsa-miR-16-5p;HPCAL4;hippocalcin like 4
73;hsa-miR-16-5p;ESPN;espin
73;hsa-miR-16-5p;SATB2;SATB homeobox 2
73;hsa-miR-16-5p;TMEM221;transmembrane protein 221
73;hsa-miR-16-5p;NCBP3;nuclear cap binding subunit 3
73;hsa-miR-16-5p;EN2;engrailed homeobox 2
73;hsa-miR-16-5p;MAPK9;mitogen-activated protein kinase 9
73;hsa-miR-16-5p;OSCAR;osteoclast associated, immunoglobulin-like receptor
73;hsa-miR-16-5p;INSYN2;inhibitory synaptic factor 2A
72;hsa-miR-16-5p;RBM20;RNA binding motif protein 20
72;hsa-miR-16-5p;PDLIM5;PDZ and LIM domain 5
72;hsa-miR-16-5p;ZDHHC16;zinc finger DHHC-type containing 16
72;hsa-miR-16-5p;RNF41;ring finger protein 41
72;hsa-miR-16-5p;SLC35A4;solute carrier family 35 member A4
72;hsa-miR-16-5p;DENND6A;DENN domain containing 6A
72;hsa-miR-16-5p;PANK1;pantothenate kinase 1
72;hsa-miR-16-5p;AFF4;AF4/FMR2 family member 4
72;hsa-miR-16-5p;ESRRG;estrogen related receptor gamma
72;hsa-miR-16-5p;ADAMTS5;ADAM metallopeptidase with thrombospondin type 1 motif 5
72;hsa-miR-16-5p;ABCB5;ATP binding cassette subfamily B member 5
72;hsa-miR-16-5p;PIEZO1;piezo type mechanosensitive ion channel component 1
72;hsa-miR-16-5p;ARHGAP5;Rho GTPase activating protein 5
72;hsa-miR-16-5p;TMEM43;transmembrane protein 43
72;hsa-miR-16-5p;SLC25A22;solute carrier family 25 member 22
72;hsa-miR-16-5p;TTC25;tetratricopeptide repeat domain 25
72;hsa-miR-16-5p;KY;kyphoscoliosis peptidase
72;hsa-miR-16-5p;TMEM255A;transmembrane protein 255A
72;hsa-miR-16-5p;ZNF705D;zinc finger protein 705D
72;hsa-miR-16-5p;PANK2;pantothenate kinase 2
72;hsa-miR-16-5p;CUL2;cullin 2
72;hsa-miR-16-5p;ZNF275;zinc finger protein 275
72;hsa-miR-16-5p;RNF125;ring finger protein 125
72;hsa-miR-16-5p;FZD6;frizzled class receptor 6
72;hsa-miR-16-5p;MTHFR;methylenetetrahydrofolate reductase
72;hsa-miR-16-5p;MINDY2;MINDY lysine 48 deubiquitinase 2
72;hsa-miR-16-5p;SLC30A8;solute carrier family 30 member 8
72;hsa-miR-16-5p;NPAS3;neuronal PAS domain protein 3
72;hsa-miR-16-5p;ABCC5;ATP binding cassette subfamily C member 5
72;hsa-miR-16-5p;MAP3K7;mitogen-activated protein kinase kinase kinase 7
72;hsa-miR-16-5p;PFKFB4;6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
72;hsa-miR-16-5p;GLYATL3;glycine-N-acyltransferase like 3
71;hsa-miR-16-5p;ESRP1;epithelial splicing regulatory protein 1
71;hsa-miR-16-5p;PDK3;pyruvate dehydrogenase kinase 3
71;hsa-miR-16-5p;PRKG1;protein kinase cGMP-dependent 1
71;hsa-miR-16-5p;MFAP5;microfibril associated protein 5
71;hsa-miR-16-5p;PAM;peptidylglycine alpha-amidating monooxygenase
71;hsa-miR-16-5p;NOL4L;nucleolar protein 4 like
71;hsa-miR-16-5p;FURIN;furin, paired basic amino acid cleaving enzyme
71;hsa-miR-16-5p;TSPAN5;tetraspanin 5
71;hsa-miR-16-5p;CAAP1;caspase activity and apoptosis inhibitor 1
71;hsa-miR-16-5p;TVP23C;trans-golgi network vesicle protein 23 homolog C
71;hsa-miR-16-5p;RNF183;ring finger protein 183
71;hsa-miR-16-5p;ZNF423;zinc finger protein 423
71;hsa-miR-16-5p;LYNX1;Ly6/neurotoxin 1
71;hsa-miR-16-5p;COL4A3BP;collagen type IV alpha 3 binding protein
71;hsa-miR-16-5p;WSB1;WD repeat and SOCS box containing 1
71;hsa-miR-16-5p;MAP3K21;mitogen-activated protein kinase kinase kinase 21
71;hsa-miR-16-5p;PARD6B;par-6 family cell polarity regulator beta
71;hsa-miR-16-5p;IRS1;insulin receptor substrate 1
71;hsa-miR-16-5p;SEC61A1;Sec61 translocon alpha 1 subunit
71;hsa-miR-16-5p;NAPEPLD;N-acyl phosphatidylethanolamine phospholipase D
71;hsa-miR-16-5p;PAQR3;progestin and adipoQ receptor family member 3
70;hsa-miR-16-5p;DCAF7;DDB1 and CUL4 associated factor 7
70;hsa-miR-16-5p;PARP12;poly(ADP-ribose) polymerase family member 12
70;hsa-miR-16-5p;SPRY4;sprouty RTK signaling antagonist 4
70;hsa-miR-16-5p;CDV3;CDV3 homolog
70;hsa-miR-16-5p;CHORDC1;cysteine and histidine rich domain containing 1
70;hsa-miR-16-5p;DCUN1D1;defective in cullin neddylation 1 domain containing 1
70;hsa-miR-16-5p;PACRG;parkin coregulated
70;hsa-miR-16-5p;TXNDC17;thioredoxin domain containing 17
70;hsa-miR-16-5p;SLC24A3;solute carrier family 24 member 3
70;hsa-miR-16-5p;DRAM1;DNA damage regulated autophagy modulator 1
70;hsa-miR-16-5p;FNDC3B;fibronectin type III domain containing 3B
70;hsa-miR-16-5p;CARNMT1;carnosine N-methyltransferase 1
70;hsa-miR-16-5p;LIPE;lipase E, hormone sensitive type
70;hsa-miR-16-5p;POM121C;POM121 transmembrane nucleoporin C
70;hsa-miR-16-5p;RUBCNL;rubicon like autophagy enhancer
70;hsa-miR-16-5p;FCRL2;Fc receptor like 2
70;hsa-miR-16-5p;MAPK8;mitogen-activated protein kinase 8
70;hsa-miR-16-5p;SINHCAF;SIN3-HDAC complex associated factor
70;hsa-miR-16-5p;C5orf63;chromosome 5 open reading frame 63
70;hsa-miR-16-5p;ELK4;ELK4, ETS transcription factor
70;hsa-miR-16-5p;SRPRB;SRP receptor subunit beta
70;hsa-miR-16-5p;VSX1;visual system homeobox 1
70;hsa-miR-16-5p;FAM189B;family with sequence similarity 189 member B
70;hsa-miR-16-5p;ANK2;ankyrin 2
70;hsa-miR-16-5p;PLSCR4;phospholipid scramblase 4
70;hsa-miR-16-5p;TPD52L3;TPD52 like 3
70;hsa-miR-16-5p;HAS2;hyaluronan synthase 2
70;hsa-miR-16-5p;ADAMTSL1;ADAMTS like 1
70;hsa-miR-16-5p;SCAF11;SR-related CTD associated factor 11
69;hsa-miR-16-5p;FRY;FRY microtubule binding protein
69;hsa-miR-16-5p;RAPGEFL1;Rap guanine nucleotide exchange factor like 1
69;hsa-miR-16-5p;BTLA;B and T lymphocyte associated
69;hsa-miR-16-5p;PEX12;peroxisomal biogenesis factor 12
69;hsa-miR-16-5p;ADCY5;adenylate cyclase 5
69;hsa-miR-16-5p;SPSB4;splA/ryanodine receptor domain and SOCS box containing 4
69;hsa-miR-16-5p;APP;amyloid beta precursor protein
69;hsa-miR-16-5p;CPSF6;cleavage and polyadenylation specific factor 6
69;hsa-miR-16-5p;GRK3;G protein-coupled receptor kinase 3
69;hsa-miR-16-5p;RAB40B;RAB40B, member RAS oncogene family
69;hsa-miR-16-5p;USP49;ubiquitin specific peptidase 49
69;hsa-miR-16-5p;PLBD2;phospholipase B domain containing 2
69;hsa-miR-16-5p;ZFYVE1;zinc finger FYVE-type containing 1
69;hsa-miR-16-5p;FRMPD1;FERM and PDZ domain containing 1
69;hsa-miR-16-5p;UNC5B;unc-5 netrin receptor B
69;hsa-miR-16-5p;WAPL;WAPL cohesin release factor
69;hsa-miR-16-5p;NFE2L1;nuclear factor, erythroid 2 like 1
69;hsa-miR-16-5p;OCRL;OCRL, inositol polyphosphate-5-phosphatase
69;hsa-miR-16-5p;HSPA8;heat shock protein family A (Hsp70) member 8
69;hsa-miR-16-5p;NTRK2;neurotrophic receptor tyrosine kinase 2
69;hsa-miR-16-5p;DYNC1I1;dynein cytoplasmic 1 intermediate chain 1
69;hsa-miR-16-5p;BPIFA1;BPI fold containing family A member 1
69;hsa-miR-16-5p;CLSPN;claspin
69;hsa-miR-16-5p;RIMS3;regulating synaptic membrane exocytosis 3
69;hsa-miR-16-5p;CCNJ;cyclin J
69;hsa-miR-16-5p;EFCAB5;EF-hand calcium binding domain 5
69;hsa-miR-16-5p;COPS7A;COP9 signalosome subunit 7A
69;hsa-miR-16-5p;CACNA2D4;calcium voltage-gated channel auxiliary subunit alpha2delta 4
69;hsa-miR-16-5p;KMT2A;lysine methyltransferase 2A
69;hsa-miR-16-5p;CDC23;cell division cycle 23
69;hsa-miR-16-5p;ERLIN2;ER lipid raft associated 2
68;hsa-miR-16-5p;LRRC27;leucine rich repeat containing 27
68;hsa-miR-16-5p;METTL8;methyltransferase like 8
68;hsa-miR-16-5p;SLITRK1;SLIT and NTRK like family member 1
68;hsa-miR-16-5p;TPM2;tropomyosin 2
68;hsa-miR-16-5p;TNFAIP8L3;TNF alpha induced protein 8 like 3
68;hsa-miR-16-5p;KLHL26;kelch like family member 26
68;hsa-miR-16-5p;BORCS6;BLOC-1 related complex subunit 6
68;hsa-miR-16-5p;DLGAP1;DLG associated protein 1
68;hsa-miR-16-5p;DACH1;dachshund family transcription factor 1
68;hsa-miR-16-5p;RAB4B;RAB4B, member RAS oncogene family
68;hsa-miR-16-5p;ZBTB10;zinc finger and BTB domain containing 10
68;hsa-miR-16-5p;NDP;NDP, norrin cystine knot growth factor
68;hsa-miR-16-5p;LRRC7;leucine rich repeat containing 7
68;hsa-miR-16-5p;KCNAB1;potassium voltage-gated channel subfamily A member regulatory beta subunit 1
68;hsa-miR-16-5p;SRPK1;SRSF protein kinase 1
68;hsa-miR-16-5p;LDLRAD4;low density lipoprotein receptor class A domain containing 4
68;hsa-miR-16-5p;PLPP3;phospholipid phosphatase 3
68;hsa-miR-16-5p;ZBTB43;zinc finger and BTB domain containing 43
68;hsa-miR-16-5p;SGCA;sarcoglycan alpha
68;hsa-miR-16-5p;CDC42EP2;CDC42 effector protein 2
68;hsa-miR-16-5p;PHF20;PHD finger protein 20
68;hsa-miR-16-5p;BDNF;brain derived neurotrophic factor
68;hsa-miR-16-5p;RBMS1;RNA binding motif single stranded interacting protein 1
68;hsa-miR-16-5p;NAT8L;N-acetyltransferase 8 like
68;hsa-miR-16-5p;HSPA1B;heat shock protein family A (Hsp70) member 1B
67;hsa-miR-16-5p;PPM1K;protein phosphatase, Mg2+/Mn2+ dependent 1K
67;hsa-miR-16-5p;FCHSD2;FCH and double SH3 domains 2
67;hsa-miR-16-5p;PCBP4;poly(rC) binding protein 4
67;hsa-miR-16-5p;SENP5;SUMO specific peptidase 5
67;hsa-miR-16-5p;PCDHA8;protocadherin alpha 8
67;hsa-miR-16-5p;PCDHAC1;protocadherin alpha subfamily C, 1
67;hsa-miR-16-5p;ZNF267;zinc finger protein 267
67;hsa-miR-16-5p;SNIP1;Smad nuclear interacting protein 1
67;hsa-miR-16-5p;PCDHAC2;protocadherin alpha subfamily C, 2
67;hsa-miR-16-5p;PCDHA13;protocadherin alpha 13
67;hsa-miR-16-5p;GRB10;growth factor receptor bound protein 10
67;hsa-miR-16-5p;RGS8;regulator of G protein signaling 8
67;hsa-miR-16-5p;ZNF559-ZNF177;ZNF559-ZNF177 readthrough
67;hsa-miR-16-5p;ZNF177;zinc finger protein 177
67;hsa-miR-16-5p;CNNM2;cyclin and CBS domain divalent metal cation transport mediator 2
67;hsa-miR-16-5p;PCDHA10;protocadherin alpha 10
67;hsa-miR-16-5p;PCDHA5;protocadherin alpha 5
67;hsa-miR-16-5p;TASP1;taspase 1
67;hsa-miR-16-5p;GEN1;GEN1, Holliday junction 5' flap endonuclease
67;hsa-miR-16-5p;IPO9;importin 9
67;hsa-miR-16-5p;PCDHA6;protocadherin alpha 6
67;hsa-miR-16-5p;COL24A1;collagen type XXIV alpha 1 chain
67;hsa-miR-16-5p;CRKL;CRK like proto-oncogene, adaptor protein
67;hsa-miR-16-5p;PCDHA11;protocadherin alpha 11
67;hsa-miR-16-5p;YIF1B;Yip1 interacting factor homolog B, membrane trafficking protein
67;hsa-miR-16-5p;PCDHA3;protocadherin alpha 3
67;hsa-miR-16-5p;MAFK;MAF bZIP transcription factor K
67;hsa-miR-16-5p;PCDHA4;protocadherin alpha 4
67;hsa-miR-16-5p;LYPLAL1;lysophospholipase like 1
67;hsa-miR-16-5p;CDS2;CDP-diacylglycerol synthase 2
67;hsa-miR-16-5p;PCDHA1;protocadherin alpha 1
67;hsa-miR-16-5p;M6PR;mannose-6-phosphate receptor, cation dependent
67;hsa-miR-16-5p;NFS1;NFS1, cysteine desulfurase
67;hsa-miR-16-5p;PCDHA7;protocadherin alpha 7
67;hsa-miR-16-5p;PCDHA2;protocadherin alpha 2
67;hsa-miR-16-5p;PLS1;plastin 1
67;hsa-miR-16-5p;ODAPH;odontogenesis associated phosphoprotein
67;hsa-miR-16-5p;AJUBA;ajuba LIM protein
67;hsa-miR-16-5p;PCDHA12;protocadherin alpha 12
66;hsa-miR-16-5p;GATAD2B;GATA zinc finger domain containing 2B
66;hsa-miR-16-5p;SLC38A4;solute carrier family 38 member 4
66;hsa-miR-16-5p;C8orf58;chromosome 8 open reading frame 58
66;hsa-miR-16-5p;SIDT2;SID1 transmembrane family member 2
